Actual Price,Predicted Price
57000000,48754523.80952381
36000000,37750000.0
77000000,91610000.0
49000000,51095998.917748906
140000000,124280000.0
23000000,26272500.0
120000000,113446809.52380952
20000000,24880000.0
23000000,25680000.0
30000000,27363333.33333333
20000000,20130000.0
110000000,117160000.0
49000000,50255000.0
17000000,15979000.0
89000000,94131833.33333331
25000000,36080000.0
42000000,38606666.666666664
110000000,137800000.0
35000000,30629547.619047623
32000000,32630000.0
24000000,25730000.0
73000000,77316666.66666667
130000000,144070000.0
23000000,21270000.0
110000000,85130000.0
46000000,58750000.0
65000000,62000000.0
32000000,48320000.0
23000000,43560000.0
47000000,53032666.66666666
70000000,66106999.99999999
81000000,65569642.85714286
11000000,52910000.0
52000000,53730000.0
19000000,24423000.0
36000000,40900000.0
43000000,49526285.71428572
24000000,23890000.0
66000000,96640000.0
130000000,137452000.0
60000000,54836333.33333334
65000000,75318809.52380952
28000000,28597500.0
26000000,24676666.666666664
44000000,67710000.0
27000000,27162380.95238095
68000000,68160000.0
46000000,39659000.0
55000000,58465000.0
220000000,173800000.0
94000000,76871666.66666666
14000000,23565000.0
49000000,60995000.0
31000000,23210000.0
6000000,9002000.0
31000000,26474666.666666664
54000000,52950000.00000001
33000000,43033833.33333334
14000000,15068000.0
32000000,26200000.0
56000000,64898333.33333333
80000000,61290000.0
51000000,63220000.0
72000000,81410000.0
50000000,49220166.66666666
37000000,29900000.0
35000000,51366666.66666666
60000000,47240000.0
29000000,29240000.0
31000000,47520000.0
28000000,29128547.619047623
96000000,86005000.0
24000000,23180000.0
74000000,72910000.0
42000000,42110000.0
40000000,48415000.0
62000000,73225000.0
59000000,41301666.66666667
7700000,5594000.0
38000000,34066666.666666664
56000000,50165000.0
32000000,36460000.0
63000000,51150000.0
68000000,48418333.33333333
33000000,27740000.0
12000000,27819904.761904765
40000000,29598666.66666667
91000000,70930000.0
52000000,47710000.0
24000000,30870000.0
180000000,109182738.09523807
110000000,102399000.00000001
30000000,30719166.666666664
54000000,73383333.33333333
450000000,287663333.3333334
99000000,82730000.0
23000000,21564000.0
40000000,37800000.0
44000000,45290000.0
45000000,61650000.0
94000000,105468982.6839827
24000000,23379333.333333336
69000000,93560000.0
22000000,23814166.666666664
160000000,144909333.33333334
85000000,107353333.33333331
90000000,68837500.0
8900000,9545000.0
38000000,33947595.23809524
57000000,61290000.0
25000000,29986071.42857143
73000000,54270000.0
28000000,48882500.0
22000000,24580000.0
45000000,60246666.66666667
16000000,21960000.000000004
33000000,32468000.0
30000000,36480000.0
53000000,49945000.0
35000000,42180000.0
63000000,65670000.0
32000000,27310000.0
25000000,21907000.0
44000000,32120000.0
140000000,205750000.0
35000000,23246666.66666667
65000000,67360000.0
56000000,48996666.66666666
60000000,41670000.0
33000000,25710000.0
46000000,52745000.0
8400000,19273000.0
35000000,35500000.0
83000000,112650000.0
26000000,23616000.0
52000000,60071666.66666666
40000000,37860000.0
42000000,32106666.666666664
100000000,100560000.0
19000000,23312000.0
71000000,80143000.0
50000000,50000000.0
57000000,64923333.33333334
8500000,8985000.0
31000000,37401833.333333336
21000000,21665000.0
57000000,52420000.0
26000000,21555571.428571433
35000000,31240000.0
23000000,23816666.666666664
12000000,25360000.0
21000000,18935666.666666668
45000000,55575000.0
76000000,75650000.0
51000000,70880000.0
79000000,65615000.0
38000000,48167047.61904761
160000000,161670000.0
64000000,58810000.0
90000000,87035000.0
8400000,9341000.0
79000000,116266666.66666666
45000000,59703333.33333334
30000000,30493500.0
58000000,56013333.33333333
14000000,14033166.666666664
44000000,44810000.0
74000000,75460000.0
29000000,31285000.0
34000000,40605000.0
160000000,134203888.8888889
87000000,75560000.0
37000000,46070000.0
32000000,32067309.52380952
90000000,106910000.0
62000000,67092500.0
16000000,21090000.0
6500000,6034000.0
32000000,26734000.0
49000000,43662000.0
24000000,26574333.333333336
36000000,25850000.0
96000000,92265000.0
52000000,50310000.0
32000000,23580000.0
45000000,57453333.33333334
20000000,23330000.0
59000000,67270000.0
42000000,49187500.0
120000000,113900000.0
37000000,62020000.0
41000000,34340000.0
50000000,56280000.0
54000000,62530000.0
120000000,102840000.0
39000000,33610000.0
21000000,22888333.333333336
89000000,62730000.0
26000000,28653333.33333333
44000000,36940000.0
85000000,89303333.33333331
90000000,95330000.0
35000000,24396666.666666664
150000000,111476190.4761905
5500000,9983000.0
60000000,43747142.85714286
98000000,88530000.0
53000000,44390000.0
71000000,46273333.33333334
140000000,119500000.0
100000000,123800000.0
22000000,27121333.333333336
110000000,91310000.0
18000000,40338333.333333336
120000000,90288333.33333331
70000000,62473999.99999999
74000000,74618809.52380952
75000000,76610000.0
37000000,46560000.0
27000000,27170000.0
110000000,89965000.0
140000000,113550000.0
47000000,43286666.66666666
370000000,322680000.0
25000000,24665000.0
55000000,63320000.0
45000000,52730000.0
25000000,23175000.0
35000000,33080000.0
140000000,93379166.66666666
63000000,64810000.0
15000000,13408000.0
130000000,69400000.0
40000000,23560000.0
5300000,14187285.714285715
100000000,94820000.0
28000000,25980603.17460317
50000000,63900000.0
78000000,35660000.0
79000000,74666666.66666666
27000000,26421309.523809522
66000000,80772000.00000001
33000000,50200000.0
32000000,48772500.0
62000000,47811666.66666667
120000000,108598333.33333334
22000000,26282000.0
47000000,69839000.0
68000000,64670000.0
45000000,54120000.00000001
77000000,69870000.0
65000000,70165000.0
68000000,64540000.0
28000000,27343333.33333333
50000000,53040000.0
88000000,55260000.0
32000000,47480000.0
34000000,43732000.0
39000000,34179000.0
35000000,38200000.0
10000000,11756000.0
28000000,27484841.269841265
42000000,29107000.0
41000000,37525000.0
60000000,69560000.0
37000000,36510000.0
53000000,58410000.0
75000000,55775000.0
25000000,23489166.66666667
22000000,19310000.0
61000000,94888333.33333331
50000000,34410000.0
58000000,43638000.0
34000000,39650000.0
99000000,103971666.66666664
44000000,52520000.0
49000000,49978333.33333334
34000000,97170000.0
15000000,20020000.0
75000000,54130000.0
80000000,67710000.0
30000000,30740000.0
39000000,73960000.0
38000000,29277000.0
31000000,45324000.0
120000000,115966666.66666666
37000000,40720000.0
75000000,66160000.0
61000000,67180000.0
190000000,239040000.0
110000000,68540000.0
9500000,13545000.0
69000000,50300000.0
3800000,6366000.0
24000000,23170000.0
49000000,55898333.33333333
36000000,39070000.0
15000000,27120000.0
47000000,52933500.0
49000000,38990000.0
44000000,42126285.714285724
82000000,104674500.0
110000000,100575000.0
30000000,27254000.0
59000000,55702000.0
84000000,90633333.33333334
25000000,19785000.0
100000000,109735000.0
84000000,87594285.71428572
34000000,43590000.0
31000000,29570000.0
33000000,30282500.0
40000000,38410000.0
60000000,51517857.14285714
92000000,76940000.0
84000000,108890000.0
33000000,39376666.666666664
140000000,130125000.0
57000000,54030000.0
220000000,130360000.0
67000000,90165000.0
60000000,54325000.0
31000000,34935000.0
48000000,48631000.0
170000000,169900000.0
63000000,73520000.0
50000000,47730000.0
30000000,38600000.0
19000000,29760000.0
53000000,42550000.0
10000000,18450000.0
26000000,42083333.333333336
28000000,28350000.0
17000000,26730000.0
20000000,25860000.0
70000000,55646666.66666667
33000000,27240000.0
30000000,41970000.0
100000000,83689166.66666667
8000000,12628000.0
41000000,43110000.0
80000000,75540000.0
44000000,37857952.38095239
26000000,26670000.0
63000000,60450000.0
79000000,54070000.0
26000000,24110000.0
170000000,148990000.0
82000000,98026666.66666666
36000000,29554000.0
35000000,35252500.0
74000000,71530000.0
90000000,104190000.0
58000000,58448333.33333333
48000000,53093333.33333334
65000000,46010000.0
18000000,18683500.0
80000000,54013333.33333334
54000000,52020000.0
50000000,53590000.0
12000000,27193000.0
41000000,27480666.66666667
26000000,26160000.0
15000000,19734000.0
70000000,68092500.0
39000000,46674666.66666666
52000000,31820000.0
30000000,18870000.0
76000000,61120000.0
130000000,93126666.66666669
70000000,67335000.0
26000000,24659999.999999996
43000000,71020000.0
99000000,85235833.33333333
69000000,55590000.0
41000000,45256428.57142857
130000000,114293733.76623377
49000000,55340000.0
75000000,65865000.0
36000000,47210000.0
120000000,111015000.0
25000000,49460000.0
37000000,49040000.0
35000000,41610000.0
48000000,48450000.0
83000000,58000000.0
44000000,40300000.0
45000000,58746666.66666667
34000000,21800000.0
20000000,23024000.0
30000000,30508261.904761907
42000000,54206500.0
16000000,20860000.0
52000000,57891428.571428575
41000000,50240000.0
53000000,48492500.0
100000000,106090757.5757576
120000000,92943809.52380952
63000000,45950000.0
100000000,82680000.0
25000000,29736666.666666664
30000000,36174000.0
14000000,23350000.0
40000000,36100000.0
92000000,90754000.00000001
5900000,21709000.0
60000000,60960000.0
26000000,30760000.0
48000000,49673333.33333333
34000000,35920000.0
37000000,40570000.0
30000000,108290000.0
63000000,61900000.0
41000000,52500000.0
84000000,68650000.0
110000000,83689166.66666667
31000000,34042134.920634925
67000000,70470000.0
190000000,189933333.3333333
470000000,304600000.0
3500000,4628419.047619048
44000000,53432500.0
24000000,24746666.66666667
8600000,17341000.0
33000000,31756666.66666667
50000000,75610000.0
27000000,31880000.0
69000000,62500000.0
83000000,75545666.66666667
54000000,51840000.0
70000000,56745000.0
27000000,41760000.0
34000000,25804285.714285716
23000000,18960000.0
44000000,55735000.0
33000000,44170000.0
45000000,38050000.0
99000000,90108333.33333334
11000000,15496000.0
26000000,25335000.0
48000000,45979000.0
23000000,26220000.0
110000000,108007000.0
33000000,51445000.0
24000000,18262000.0
48000000,53522500.0
34000000,33970000.0
38000000,43330000.0
34000000,52429666.66666667
26000000,44143333.33333334
22000000,33070000.0
45000000,43660000.0
49000000,58320000.0
43000000,67840500.0
31000000,26420000.0
30000000,27610000.0
50000000,57013333.33333333
130000000,124023333.33333334
73000000,79729166.66666667
80000000,81118571.42857143
32000000,42354666.66666667
42000000,44930000.0
35000000,37380000.0
130000000,66030000.0
33000000,50653833.33333333
39000000,42830000.0
77000000,75994166.66666667
98000000,96090000.0
40000000,37316797.61904762
46000000,44800000.0
83000000,66820000.0
92000000,102877785.71428567
33000000,31514166.666666664
97000000,70030000.0
23000000,23142500.0
170000000,172133333.33333337
26000000,21185000.0
140000000,107558333.33333331
48000000,55230000.0
83000000,80640000.0
46000000,57345000.0
70000000,61380000.0
39000000,44320000.0
37000000,39635000.0
54000000,42270000.0
32000000,35572000.0
34000000,33240000.0
96000000,87710000.0
29000000,15585500.0
50000000,41600333.33333333
59000000,32636166.66666667
44000000,50645428.57142857
68000000,75318809.52380952
110000000,114959000.0
50000000,41840000.0
17000000,18888000.0
60000000,65000000.0
38000000,33280000.0
70000000,69890000.0
75000000,68240000.0
65000000,74520000.0
95000000,87950000.0
48000000,58093333.33333333
33000000,31939000.0
36000000,43560000.0
54000000,29695000.000000004
58000000,50450000.0
53000000,66997500.0
140000000,119982500.0
40000000,26900000.0
210000000,142450000.0
27000000,15902333.333333332
35000000,31540000.0
40000000,44870000.0
25000000,23165714.285714287
40000000,45734666.66666666
54000000,51490000.0
47000000,52670000.0
31000000,45440000.0
23000000,24172000.0
55000000,48500000.0
45000000,47316666.66666666
40000000,46770000.0
160000000,169430000.0
24000000,44703595.238095246
20000000,25663666.66666667
100000000,81506666.66666667
41000000,32106666.666666664
30000000,27040000.0
170000000,135250000.0
34000000,36389000.0
21000000,20710000.0
180000000,164500000.0
74000000,70026500.0
53000000,45300000.0
40000000,49336666.66666667
75000000,103050000.0
80000000,95010000.0
60000000,64130000.0
20000000,21377666.666666668
59000000,63150000.0
80000000,67164000.0
25000000,28843000.0
44000000,44458333.33333334
33000000,42020000.0
73000000,58480000.0
77000000,58450000.0
52000000,38026666.666666664
37000000,41381999.99999999
55000000,58053642.85714286
55000000,76075833.33333333
30000000,26912738.095238093
65000000,68000000.0
16000000,22243666.666666664
57000000,53435000.0
56000000,44990000.0
40000000,45680000.0
150000000,160165000.0
27000000,22010000.0
20000000,36320000.0
34000000,24272000.0
82000000,74344000.0
50000000,47300000.0
56000000,51095998.917748906
75000000,67159666.66666666
210000000,288100000.0
75000000,85770000.0
21000000,25989999.999999996
240000000,199980000.0
49000000,61440000.0
130000000,136477142.8571428
36000000,32381666.666666664
63000000,59270000.0
31000000,28425142.85714286
22000000,25730000.0
27000000,19147666.666666664
51000000,49430000.0
68000000,58680000.0
51000000,63561309.52380953
62000000,57650000.0
48000000,45706666.66666666
90000000,90660000.0
50000000,68605000.0
110000000,91636666.66666669
30000000,44290000.0
68000000,83350000.0
120000000,116820000.0
13000000,13709666.666666668
12000000,16727500.0
33000000,41440000.0
73000000,52019333.33333333
58000000,56500000.0
80000000,49786666.66666667
56000000,54950000.0
58000000,67360000.0
33000000,29320000.0
34000000,59590000.0
53000000,66566000.0
54000000,59170000.0
26000000,30353952.38095238
28000000,30466297.61904762
60000000,81625000.0
72000000,74831333.33333334
40000000,37440000.0
59000000,53630000.0
77000000,88427861.1111111
91000000,134172500.0
42000000,43320000.0
53000000,49610000.0
120000000,119640000.0
130000000,109735000.0
90000000,88050833.33333334
60000000,29498000.0
36000000,58540000.0
29000000,28683333.33333333
42000000,48433333.33333333
21000000,21350000.0
75000000,68900000.0
68000000,59760000.0
31000000,24736666.66666667
90000000,102530000.0
12000000,15551000.0
72000000,97236666.66666669
37000000,43820000.0
53000000,64766666.66666667
19000000,20518000.0
50000000,37120000.0
25000000,48550000.0
28000000,27042500.0
13000000,9864333.333333332
30000000,43870000.0
58000000,57815000.0
28000000,28132959.17970918
76000000,64130000.0
75000000,49310000.0
28000000,35350000.0
230000000,186390000.0
22000000,23435000.0
27000000,41016500.0
25000000,25904000.0
120000000,114380476.19047621
29000000,23368833.33333333
34000000,46230000.0
50000000,43790000.0
20000000,34000000.0
11000000,10511000.0
140000000,167700000.0
110000000,136230000.0
24000000,21803857.14285714
150000000,144600000.0
66000000,58000000.0
35000000,38428499.99999999
80000000,73837666.66666667
30000000,25083333.33333333
29000000,29420000.0
52000000,32840000.0
39000000,43480000.0
19000000,25620000.0
73000000,56235833.33333334
35000000,32596000.0
95000000,91797500.0
33000000,24868000.0
35000000,31898000.0
32000000,27020000.0
140000000,131646962.46563898
110000000,146230000.0
60000000,65692500.0
220000000,265233333.3333333
78000000,69670000.0
190000000,199230000.0
54000000,55055333.33333334
23000000,17651333.333333332
8500000,9106666.666666668
57000000,70394000.0
29000000,25231190.476190478
25000000,48550000.0
90000000,91068333.33333331
150000000,165360000.0
26000000,24830000.0
54000000,60100000.0
17000000,29253333.33333333
40000000,45927500.0
120000000,129700966.81096682
49000000,46910000.0
41000000,66670000.0
51000000,51105000.0
25000000,29660000.0
33000000,44676666.66666666
70000000,75694619.04761906
51000000,42280000.0
60000000,63840000.0
32000000,29546666.66666667
70000000,78580000.0
97000000,89856861.1111111
72000000,69595000.0
460000000,312800000.0
55000000,41377845.23809524
83000000,70670000.0
87000000,59360000.0
49000000,52580000.0
75000000,114910000.0
47000000,35552500.0
65000000,59270000.0
110000000,90530000.0
45000000,40899000.0
25000000,28210000.0
41000000,40305000.0
34000000,46670000.0
25000000,29741595.23809524
24000000,25422000.0
